id	query	answer
31ce5b74112c35db9004ecd486c543e9373f5d53	What happens when Will takes ALZ-113 home to his father?	Charles refuses treatment and dies.; his father refuses the treatment and dies
324138e357569216a5fae897cea8cba4548626c4	What does the crew find when they spy on Coffey with the remote operated vehicle?	That Coffey and another SEAL member are working towards getting the warhead to attack the NTI's ; He is going to attack the NTIs
324c7aa534095d4c227bf6459e5d302185d96cb5	What date has Ivanovich gone mad?	43rd of April  2000; April 43, 2000
325e35ad828135e197cca8c01c07474f7f21c4db	Under what pretext does the Soviet Northern Fleet set sail?	Search and rescue mission; Search and rescue mission.
32f75bbf3b933a78058251bf11c9941d4541d062	During what war was Takashi killed?	World War II; World War II.
33563aed8b26142ec99e57b67fe18f21f7c1c794	Why did the police shoot Boone?	Decker yelled that he had a gun; Decker says he has a gun
3366a5a024170c1f4605e5924fb288b5772f3b17	Why was Nico disgusted with Zagon?	He tortured prisoners; because Zagon tortured prisoners
33852b452ef4d43a9aa4afbeb543b6a3107e7209	What did Ethan give his niece Debbie?	A medal from the Mexican campaign; A medal from the Mexican war.
339a7a65cc21054c3b86fcc1b089b96ded1db7e5	Which brother is the favorite?	Karl. ; Karl
33beeecef8e727e7cf85f29acb4db7e3cc683c95	Where does the trapped settle?	In a Pawnee village, in a tributary of the Missouri River; A pawnee village on the Missouri river.
33e2da2b7d2b57cad0fa960b31444c14afeb2056	Who tells Orgon and his family they have to move?	Monsieur Loyal.; Tartuffle
34908951494645a49e708b68ff7cf2bb212da78e	What organization kidnaps the man?	a secret society; A secret society, possibly the Freemasons
34d16136feb3eba74060953631414400f9a3cb20	What does Lady Sunderbund wish to become to Edward?	Edward's spiritual pupil.; spiritual pupil
35ae42f3419e73b7c7357c222e494eaa4161026b	How much time passes between Eric's death and resurrection?	One year; One year.
361364f57460139410c4130a1e7a58caf152c2bd	Why does Flor ultimately not fall in love with John?	Because of the consequences of them both having kids.; She doesn't want the consequences of an affair while they have children
3620f82c20f8fbccf5690bb0539c6c61147a3da1	Where were Sir Piercie and Mysie shipped off to?	Flanders.; Flanders
3634471ed994ee7d4f382d8e7edbc56de5c28c42	What does Ripley do to Miles?	Ripley murders Miles.; Beats him to death with an ashtray
3640746739b8863310dc276ab1948c18a94d8803	What do they discover about Kyle?	That he is a talented wrestler.; He is a good wrestler
3675e52aa687967667e5769337f0378715da9e3b	What famous star does Danny's wife pretend to be during the Faberge Egg heist?	Julia Roberts; Julia Roberts
36aeff55596623a6b66445379010c2a762ef920f	What was Frederic Larsan's occupation?	Police detecive; Police detective
36ce1aa16abd65ad7265a9601631209bb4f0c347	How does Peter's girlfriend Anne respond when Peter does not return her calls?	Anne breaks up with him and admits to cheating on him; She breaks up with him.
36ed923f4e2c148dc5dc3570efaf847163619091	What was the pharmacist's special ability?	Making bombs; He made  bombs
36f289475bb4ac89b368e999a9e911affcd070bf	Who does Caligula claim Claudius to be?	His ex slave.; His ex slave
375d6609a90580a1ce888d45ac697464e6870010	What happens to Gandhi after he is assassinated?	Gandhi is cremated.; they have a funeral procession and scatter his ashes
37aa5b62014dc2e1e6f7202fed40f51c34dd680d	Who was killed by Sir John Foster?	Julian Avenel.; Julian Avenel
37b90142ab00baef4ece1ee4896b8933cd8cdb61	What does Evan Treborn personal time-line lead to? 	Alternative futures. ; alternate futures
37c11f984cb14401d85abfc20e8305ca7a472c9f	What was the therapist's name who comforts Kyle?	Lisa; Lisa.
37fa67ed55fc62766b9a5f0edcafcc360131aebb	What is Ursula's profession?	Teacher; Teacher
3814678082b0220670ba08375b01665e7cd1c56d	What country is Hans from?	Holland; Holland
386e3ca25d1aabc56f5a7eaf9714badb8ec86382	What is the name of Hannah's ex-husband?	Mickey; Mickey
3886c254e53796b195d75a1208bdaf0ade8ffd9c	What has no effect on the Kothoga?	liguid nitrogen; Liquid Nitrogen.
3891a69dd37f0ec9ca5a54e1d77913fefac27fb9	What does Kate do immediately after she is fired?	She goes to a bar and gets drunk.; relapse
38e24416d39a0a285ef1693adad25c9ed0c94487	Who is Mirtha in relation to George?	His wife; His wife. 
38f9d45e053517a0312cad18b6c322b3b50a3427	How did Matthew's partner die?	In a shootout; In a shootout.
3907cf252b326a524485348ba766c9d55b691ed2	What does the narrator notice about the tarn of the house during a storm?	It glows in the dark without any lightning; It glows
399f3571af53d150a999da5553de856ddb0815b9	Why did Dignan and Anthony go their seperate ways after the Alfa Romeo Spider breaks down? 	Anthony tells Dignan that the envelope he gave Inez contained most of their cash. ; They got into a confrontation. 
39ab35eb8bdecda3cfd79433774fc63c7c699171	Who fights Sir Nigel after he tries to bully Bettina into leaving?	Mount Dunstan; Mount Dunstan.
39b1f44ec2639226b6025140e2a7e7eaf570409e	Who is the leader of the family?	Jonathan; Jonathan Matthias
39f11774cd462fe3c40283af7c3778d18b78acb9	Why does Veronica break up with Dante?	Because he was trying to get back together with Caitlin.; He was going to go on a date with Caitlin.
39fcd8f28d3cf91de459a71953a9ecaaea9f82b5	Who does Innocent shoot at?	Dr. Herbert Warner; Dr. Herbert Warner
3b017861cf026262a8fa4a2027a51f3218d38b13	What does Midwinter do after Lydia's passing?	becomes a writer; he becomes a writer
3b2427be8d3bbfe55590d1ce307f778ede5bbcd9	Who did Julia have an affair with?	Frank.; Frank
3b44f7e2fd553e6026c16fac3b179346a49647a3	What's the name of the castle that the prisoner King is taken to?	Berkley Castle; Berkeley Castle
3b6b07116f23ac811a4d20acca3ed758c557795c	Why does Kate talk to Kell?	She believes he feels her pain.; he understands her pain
3b6b922a63e41a2204549a4c9a457fd8baa25069	Who helps Roy with his game?	Dr. Molly Griswold; Molly
3b8b81b1451f953bfb01844ddd98542956290829	The Go-Ahead drops out of the sky, when her gas bags rupture, what does the story say it looks like?	A rapidly descending kite; a rapidly descending kite
3c386a5d7ed42d052b9dfb9c609e6c11015196b4	Upon arrival on Ellis Island, how does Vito Andolini register his name? 	Andolini registers as Vito Corleone. ; Vito Corleone
3c3dcc7b23c9b81de635e563ed1ee52b52a895c0	In what army are the un-military British excused from serving in?	The Kaiser's armies; The Kaiser's 
3c78ea07497de438f4fcddc0d49051a7a6fa5490	Who actually threw Lanning through the office window to his death?	Sonny.; viki
3d248aa8bba34b3f5199c1aed1443b9fa3395d03	What is Fred sentenced to prison for?	the death of his wife; Renee's murder
3d59cad31537c384e1fde9cc33c518595115a621	Who does Lady Lovel try to kill?	Daniel.; Daniel Thwaite
3d899bf5c2bc4b561621b01e2255268800141fdd	What is Ferdinand's nickname?	Ferdinand the Fierce.; Ferdinand The Fierce.
3e6619168f67d135d8d3215e064e5d814168adc1	What kind of change came from rewording section 102 in the US?	A significant change; Works that were in a tangible medium were protected under the law after the revision.
3e7f4a7762e1820edce17e273d8d03791647c9ae	What is Monica's relationship with Bevis?	They are having an affair/lovers.; Wife
3e87eee49ffe1cbcc871f2310489775ffcaccbb2	While hugging Joni goodbye what did Nic and Jules do?	Touched affectionately; Touch each other. 
3e9236a2abd5ae86c11292235cde0648042a60a0	After releasing Luke Rowan from their engagement, who does Rachel Ray end up marrying?	Luke Rowan; Rowan
3e9666459feb414586d9d23b51c8a020bacc150a	What did the men start drinking on the ship?	Champagne; The cargo, champagne
3eb3061b6357ba45ae3dc9d670e41b43f0299f01	Where does Stark take the missle through the wormhole?	To the Chitauri fleet; He's taking it toward the Chitauri fleet
3ee65995071a0e70027e74a9b7735a734ba43bc7	Initially, who did the father think stole from his son's grave?	The Dolle' neighbour; a neighbor
3ef60c15b2829459347df39e18ba10598e57e743	During a nightmare at the lake house, what does Martha do?	She attacks Ted; attacks Ted in confusion
3efaacf0a0463fd5b929a61314f0b2f21272e9ab	What happens to the non magical who stay in the magical world too long?	They are absorbed into the world; the world absorbs them 
3f5e6852ff7282e86943a3a0d48a3e10490d9f6b	What does Dorothy run towards with Toto at the beginning of the story?	A rainbow; A rainbow
3feb46d105b7ef3bdb248064761dc309c1831466	What witness did Beverly fail to discredit?	Luann Hodges; Luann Hodges
401274da0bb38ce2581280e3b557744d176bd66f	Who wins the Grand Prix?	Speed Racer.; Speed
405df1ccf0409ea6040c2a765a0315878f991d79	Why does Billy's body need to be exhumed?	The burial site is going to be developed.; The site where his body was buried was going to be developed.
407624e45c153cdd848f539d37ca8b5d448f9580	How is Vada described in the summer of 1972?	an 11 year old hypochondriac tomboy; Tomboyish.
40a0872b40344eac6dfdc73e7bbb984e5ac49bac	How does Cap'n Bill retrieve the flower?	He straps a wooden plank to his good leg so that he is walking on wood with both legs.; By wearing a wooden plank on his good leg.
411d53d3c5c42990aebb7cb0bf4964f8d0a6f0bc	Which agent was supposed to join the Mafia in Miami?	"Richie; Richard ""Richie"" Gazzo"
412fc8a0c1245cedcbb73ccdbd2295c77548d178	What does Mrs. Harper threaten to do if George plants his rosebush in her yard again?	She threatens to burn the rose bush; Burn the rosebush
4142bbe1bccc01b4e996969c1154d78acbc20db6	Who was arrested for Simone's murder?	Viktor Taransky was arrested for Simone's murder.; Viktor
416afcae95d4bf4b661db770cab8fd7ede5a06f7	Where does Stephen tell Bloom to take Penelope?	St. Petersburg; Out of St. Petersburg
418694b1eaa0733da2c3605495c0d84901f522b0	What happens to Oscar at the home of Florentine Cabriolle?	He gambles away 500 francs that were designated for a legal matter.; Loses 500 francs that were not his.
4201851cbf27a7c9dba84c3c1b5ff5e46ca6c8fc	Why does Erik become jealous?	He was listening to Christine and Raoul planning to escape; eveasdropping
424b3b5481b6fa3c49c83f8c347e7ccac9ceb163	How do we, the reader, first learn that Wolfe was arrested?	Dr. May reads about it in the newspaper.; The newspaper
42932ecf4fcb1f2a61d060abc3a8945149efeb61	How does Walt Disney gain Traver's trust again?	Disney travels to London to persuade Travers to continue working on her project. ; He talks about his own childhood
42d253275a8807aa6ecf57c6c306cb24d76710f1	What does Captain Harris threaten to do if he finds any evidence of an unlawful killing at the village?	Order a court-martial.; Order a court-martial.
43059307f3d694292ba9178da8fc3e1fe470531f	Who upstages the superhero team that includes the Shovelor?	Captain Amazing; Captain amazing
432cfe548f1f51045f8cba8f8f50e4e0e47a0771	After Maurice left, what happened to Honorine? 	She passed away ; She died.
43b69d56cf0ea21266b7fba20c34e00be12d0dea	What does Joan of Arc decide to do when she's about to kill the English knight?	She spares his life; falls in love and spares him. 
43c4885ee70fb0f0871001cbe555520bdf2c3375	What is Vivian's rule while working?	She refuses to kiss clients on the mouth to avoid intimacy.; No kissing on the mouth
43ed57d07fc5da860ec08b1102bb319670801978	Who was Twinkle with when she discovered a trap door in Sugar-Loaf Mountain?	Chubbins; chubbins
43fce60036da73632775421436a2c2a1f970c755	What is Marius' warning to Lestat?	That the vampires of the world are not going to like his flamboyancy.; that the vampires will not tolerate his flamboyant public profile
44287f57e8bc2b329dbd0d5750e6747781ae50fe	What does Neverbend plan to preach to the English about?	the steps needed for the progress of mankind; His step in the progress to mankind 
44340b5ad75b693029def097ee3836366776eda1	Why did Mackenzie move to Littlebath? 	To find a place in society ; she was looking for a place in society
447d97a7439de3811d9b6f4dfd5685e09f5fb727	What did Christopher make to tell the story of his journey?	a leather belt; a belt
4499cd7074278be578db6861f7862c3a846e1f5d	How is Tom's debt resolved?	He was sold as slave to repay some of the money he owed.; He is sold as a slave
44c8278a7dc6f876636f0979bb645cf98ae1df0f	Who is supposed to marry Xue Baochai?	Jia Baoyu; Jia Baoyu
44cd7b845627af65bf84e6ce3bfc8cfab5bf7b7c	What is the sedative in?	Tea.; spiked tea
45447075810921ad11bffa18af07117b9c045744	"What important figure is among those that declare ""I am Malcolm X""?"	Among those is anti-apartheid activist, Nelson Mandela.; Nelson Mandela
456e5a330da462f6fca6766a90b843e47d288e9c	Who proposed to Deruchette?	Ebenezzer Caudry.; Ebenezer Caudry.
45c9fe33a1c1348c3ba212834bd2807100c6721a	What happens afte Kathleen and Joe were supposed to meet up?	Joe apologizes for standing Kathleen up and continues the correspondence.; They clash in-person and his online persona stands her up
46117f49c49ea357ba44983898397b0f5643af05	Where was Rima born?	Voa; Rima was born in Voa.
46381add305c73e6d4625548324615b11dfb25c8	What does Dr. Markway think caused Eleanor's car crash that killed her?	He thinks that something paranormal was in the card with Eleanor.; something in the car
4671c4d7815a9646d0408e119b56b08e74a9f2b8	Where is the Zoltar machine found at?	Sea Point Park; Sea Point Park
468626e102aee912149361c5c59a2359f44439fb	Who left sooner ?	The Swiss.; The Swiss.
46a5ee8bbf57f56ad5472e0712e98370b734145d	How did Charlotte learn about Bob sleeping with the jazz singer?	Charlotte overheard them talking when she was going to invite Bob to lunch.; She heard the woman in his room.
46c83ab910bbf794c07735c7d55af442a54d090b	Which memory did Mary the receptionist have erased?	Her affair with her boss, Doctor Mierzwiak; her affair with Dr. Howard Mierzwiek
46cf28a716c255263334b3baca9fc759c44d8766	What does the Major use to attack Chango?	A pen gun.; a pen gun
46e592f1fd929d9d815e5d48dad8e766c02e9ce5	What prompts Rachel to forgive Kym?	seeing her bruises from the accident; Seeing her bruised face.
471edd6f27959b68dfea435ef753f6796294a496	How do the Mayflower's plan to take over the world?	Reconstructing the La Macchina dell'Oro.; By reconstructing La Macchina dell'oro.
47320f228ffa9f25c79260f3bbf59e9f8cbd3812	To prevent triggering the security system, what must the Logos do?	Destroy a power plant.; Destroy the power plant.
47b4955fca17af174e1a45b7ff981ce68f3625f8	What did the wheel do to the stones?	The wheel grouded the stones to dust; Crush them into dust.
47b87e0644aa06769be5487d802a3f37d17a3a9d	Why does Godwin Peak leave the college?	He does not want to be associated with trade or face scorn from his fellow classmates.; Because he is ashamed of his uncle.
4804e3cb47efb800824d8afa23196cdcb0ffca11	What emotion does Heracles experience?	Embarassment. ; Embarrassment.
48266045f2dbe4de0cea552d3ec8ffb541c5e182	Who do Richie and Irving videotape receiving bribes?	Members of Congress; Members of Congress. 
48e4a4f877a7b8844de565b4dc1269db01803435	What does Mattie place on Felix's casket?	A picture of Mary Lee; A picture of Mary Lee
4928fbeba0cc0a49fee877943c00d3a155985efc	Where does Khalib live as a Hermit?	The Mountains; The mountain forest. 
492dd783e10bce6daf818b550715b9e2c73252dc	Why did the local leaders and clergy say Teuta was a vampire?	It was a more acceptable story than the truth that she'd never died.; more acceptable to locals
49981df2afcb8a656e10eb87b3acd859783eb046	What does Dale give Peter as he's being escorted out of the building?	A USB stick.; a USB memory stick
4a1fff119d01e5ede3da8b3c13c3925484720533	What beach was the party on?	Amity I sland.; Amity Island beach
4a599766d68f40bbe14cb3bdde5eab5cb60dbd47	How does Canter die?	Cyanide pill.; By swallowing cyanide pill
4a671a90328ce7556f2582b163269a5e4c5aa5db	Who is Ben?	A professor of Jewish descent; A Canadian professor of Jewish descent.
4b14ba59756696a72d9520a9d2812471313a3b93	WHERE WAS THE CODE TO THE DIAMOND'S LOCATION HIDDEN?	IN BLACKBEARD'S LOCKET; Blackbeard's locket
4b166acdb5c93528532ddc12451c7f0befb8d212	What is the name of Bruno Frye's mother?	Katherine.; Katherine 
4b5d8c80075afad5ee734fa4bc84a80574a02675	How many sheets of Barr's shooting practices showed dead on max scores?	32.; 32
4b687c107c958aa724d6cb584e692bb1b065caaf	What does Dollman suspect Davies and Carruthers are?	British spies; British spies
4b85f49075da3786517b24ad42a0ee430fb21fe5	Why does Linda decide against living with Pleydon?	Because he is too old and their love wouldn't be in the romantic sense.; She realizes that she cannot live with a sick, dying man who does not romantically love her 
4bb855bbb2a0da63ac5717c87aba8883b829201e	Which other group member does Ballard have a fling with?	Gabrielle; Gabrielle
4c428ffec939a3607a4da2e68ca684c03f6e8959	What are three attributes that attract the King to Katherine?	Her faith, youth, and beauty; Her forthrightness, Old Faith and her learning.
4ca198a03fde64f901765f0bb60ce22bd71c8091	How does Patrizio propose to get back the money he lost on his first bet, and double it?	If the Eagles win their next game AND Pat and Tiffany score at least a 5 out of 10 at their dance competition, Patrizio will get double his money.; He bets on another game and the dance competition. 
4ca62421b3a470677c302b5bc488870e0f09137c	What is the name of Tom's servant?	Patridge; Partridge
4cdfa637255ea89b7b9e8b8200cd63cd6934e8b5	What does Rose actually have when she believes she is pregnant?	An ovarian cyst; An ovarian cyst 
4d36547aa42b054fa6e8ee99e541acb8b0070fc0	Why can't the Lady leave?	She is immobilized; She is seated on a enchanted chair that won't allow her to move.
4db23116ec1059a6f94867461edf45596d20f8d2	When was Gregory allowed to open what his mother left him?	When he was sure he father was dead.; was he was sure his father was dead
4dcfb547a77a706c9436a0e1960c0a9ffd1ec18f	Where does Archibald live?	Misselthwaite Manor; Misslethwait Manor in Yorkshire, England
4dcfd38222f416db7aa1add3ecd85e2c9d6160d1	Who dies after the group thinks they have cheated death?	Brian.; EVAN
4e075eb7a0ce3017e38cfa6fe3e558591f36ea77	Why did Marwood told Withnail at the Regent's Park?	Marwood told Withnail he will miss him.; to have one last drink
4e7ba6a7a905f7f77b55adce9e31cc51fa159a08	How did Edward help Jim?	Edward picked locks for him.; Edward help Jim break into Jim's parent's house
4f17e590323c45bf12f789e5990d6ab90698671a	What does Sam expect when the rescue team arrives?	That the rescue team will kill him.; They will kill him.
50331d1bab6df4533409553db7cf32554a5cc80e	At the end of this story, what language does the man speak to Mary Ann? 	Spanish; Spanish
50345c156f654c89d5971698aa25adfbdd0483c4	Which school does Paul move to?	Gale-Brickell Christian.; Gate-Brickell Christian
5041b6dbfc48abb92a0c118fcb358a3da92bef34	How does Almรกsy get back to the cave? 	By flying the Tiger Moth; He escapes from the train, trades his maps for gasoline, and flies Madox's plane back to the cave
505d50d3d0e05c17a28348c30da57b00118b81fd	Where does Tamburlaine keep Bajazeth?	In a cage ; Capturing the Emporer and his wife
5072c80a5e769f39362dfb24b630e674d0f999f7	What does Billy realize just before midnight after getting very little writing done?	Billy figures out that everything that has taken place since he arrived at Baldpate was a set-up by his friend.; His friend has hire these people to distract him from writing.
508e1b71670d7e0ac93a86e47cbebdbf725ef10d	What does Picard see in the Nexus illusion?	The family he never had.; A family he never had.
5170566c90131e41863b393cc12d1df9f9c17cc4	How many women do authorities think Norman killed prior to Marion?	Two; Two women
518b93650f7e95289f694bccd0fd9f2da1d12369	Where does Peregrine travel to?	France; France
518bfcb6ea413715080cbd6f97aa479ac5f6c7d3	Who sacrifices themself in exchange for Cora's life?	Duncan Heyward; Heyward 
51cedbf45dd013dd9c6aca1e1dacd1beb7737b34	Why did the narrator return to Dunnet, Maine?	To finish writing her book; Because he knows Almira Todd
51f52296a99ce50b6ca69aa5939d81a5aea4e042	What is Horowitz's punishment for making the bomb?	He is put into solitary confinement.; Permanent solitary confinement.
51f9c56f45344175cdd87a017a76c7a01d9ae949	What does the editor think of the literature?	He feels that the literature is highly intense.; The editor is frustrated by the philosophy and wants to expose it as being outrageous. 
5200e75f4a31da29a89ea5542261a0533773a500	Who discovers Mrs. Crayton living in poverty?	Mr. Temple; Mr. Temple
52158b21ae8eee67b24b169e60f108ccd1172057	What are the two halves of Cowboy Man?	Half man and half cow; man and cow
522b857d537c17bcf6d7457e7b567a7fd50e9f0d	Why does Madeline tell Bertie that she cannot marry him?	Because she is in love with Gussie; She's in love with Gussie.
5283fa0a6ea69f4b4224d12018bbf985a2b80543	What does Doom survive when fighting Valiant?	Flattened by steamroller; being rolled over by a steamroller
531a9eee35e85b8a6912996092d1fe1d76c6fdf4	What profession does Duroy take up after having worked as a clerk?	Journalist; Journalist
536558ac7e53cbcc0602600f3ccc1ba85e05b764	What is Sholmes' companion's name?	Wilson; Wilson
5414312a78b21f901f3d2ba656296748c64b1444	Where do Tarzan and Jane live while Jack is gone?	Their Wahiri estate; Africa
544bc77598d7a9e1229e251e6fc6056c39237037	How is Mike Matthews killed?	By a car bomb outside Joe's house; car bomb
54f04704d9681890146d9966a49239ab0a5c23cc	How many living sons does Clara's father have?	None.; None
551f029f5648aad782dd5aac3fd2fe453c6c6109	What inspires jean to go to London?	one of Dicken's books; Reading stories by Dickens.
55d1940b8c8e1c73e175bac2fce0a4f9844fff02	What does Maya say in her voice mail to Miles?	She liked his manuscript and wants him to visit.; she enjoyed reading his manuscript and would like him to visit her
560fa958f9d6dafe230530dcb1f8788477d0b699	What does the bee do when the monkey tries to soothe his burns at his water bucket?	The bee stings the monkey.; The bee stings him.
567c1a39aff9590875a843a9df35f8c5b880ae27	What hospital governor was against Merrick staying at the hospital?	Mr. Carr-Gomm; Mr. Carr-Gomm.
5685121eb6af89082a190b3383cdee15a2ae83ff	What convinces Leeloo to save Earth?	Dallas confesses his love for Leeloo.; Dallas confessing his love for Leeloo and kissing her.
570c8d99794d019e34b3ead4b4fcf80bb0fac459	What computer corporation fomerly ermployed Kevin Flynn ? 	ENCOM.; ENCOM
570e10517cfe77fcda4a810650311dd79f3bcedc	What does wendy say when she meets her father?	she says that she wants to be independent and move in to her place.; She wants to live on her own
571556120960f1940d0aa86b07dab9f9be0ee182	Who wants to confront Teddy with the truth behind the poems?	Henry Upjohn; Henry
573cdbc4363b1dfe9e2ad983d062dc036b20544f	What happens to the gang members?	They are arrested for the murder which the community steps forward as witnesses.; They are arrested by the police for murder.
5762ca3fac281a1259c97e0bc3cab99c6f27745a	Where does Ethel Richardson attend school?	Presbyterian Ladies' College; Presbyterian Ladies' College in Melbourne, Victoria
57669ca4e799e01c9f6e4d1ed2088f7f02765108	From what did Weedon Scott rescue White Fang?	From a fight with a bulldog named Cherokee.; A dog fight
5776e1f804f1875ec58ab2062e3473514791ad5b	What happens when EVE repairs WALL-E?	WALL-E no longer has his memory and is in his default setting.; she kisses him and his memories are restored
57ac4ad4ce16d18533df2e32d3686aebc7419dba	What building is tampered with that offends locals?	Historic firehouse; a historic firehouse 
57c08f2b7cd9847c53c96629e24a3c36e33c5e7e	What did the kids find besides the weird bug?	A large egg sac.; A Judas egg sac.
57dab7ea9393dddf1a0d1ebb56306b328d287141	What does the universe run on?	little time; Little Time
57dd0337b2fc1821f75618b2ba1e8d78c504b2f8	Who does John earn the respect of within the tribe?	Tars Tarkas; Tars Tarkas
580cca514fc51524f646f8ec306128d42b17b665	Who protects Amadis from the evil wizard Arcalaus?	Urganda la Desconocida; Urganda of Desconocida
581e4f821d5275f6a6e9f4e5b64844d9fd92cd0b	What best describes the character, Clementine?	A descendant of Nobles with no inheritance.; She is a descendant of the aristocracy who marries a Count.
58af565e7d904df9ff566aa6599eac6001dd77d4	What does Anhalt speak to Amelia about?	Matrimony; About matrimony.
592a08c6df0cd1891e0e1c37111b734675d5dc60	How did Mr. Cobb behave at the Hospital? 	He mistreated the medical team.  ; badly
598ad8540bb3851e7347cda52466e566cda0cccf	What is the purpose of the nails?	To memorialize the number of enemy slain.; Represents the death of a person.
598ccb8c2af5e80a4604113957c573b6b5a523e6	How does Peterkin scare off the attackers?	By dressing in bright clothing and shooting fireworks.; dancing and setting off fireworks
599b6ffc75b39b2d8dde708ad37b08dde52fccc0	Why did August hire Jacob?	August needed a vet to treat a case of laminitis in Silver, the circus elephant.; To be a circus vet.
59d290894fce8fcea5e3f5df09e937535ae58893	Where is the hotel de Coronado?	San Diego; San Diego
59d82e2667b4cbdae7869774d63ece4bb4176481	When did Haw destroy the equipment in his lab?	after learning that Laura was engage to Hector and him; when his heart was broken
5a284f4743e8864970dde010c6f0ce08fa787090	What do Barbara and Adam discover when they finally arrive home?	That they no longer have reflections in the mirror.; they didnt survive 
5ab44bc45dd55c24d59eccbba8f0d52c4b651016	What is Ali's true passion?	Mixed martial arts fighting.; fighting
5ac3d5e216b574eccf17acf5dad1524b8f84dddf	Where does Strickland travel to after France?	Tahiti; Tahiti
5adcaefee3be670642adf44400e9da6f0235eff7	When did Mary Antrim die?	The day before her marriage to Stransom.; Before they could be married
5ae39df9a568442600cbc2ff2c223e87f2ed4acf	What daunting task must Dalgard face, after Raf is returned to his ship?	Returning to Homeport by himself.; Returning to Homeport by himself.
5afbae4b68c7167cbf9068d916ac323aa4a95d0a	Where did Andrea Marcosini take a stroll? 	Palais-Royal; Strolls to the Palais-Royal. 
5b47447fc2a6ec696cd2b6d3de7473d715b75223	Where does Bourne wire most of the money in his Swiss account?	Paris; Paris.
5bac8c9c918869b5e59fab36c21fbd914f0e26a0	Pyotr is sent to Orenburg to relay a message to whom?	The Governor; To the Governor.
5bdc12e8bfa0180f4796ef033d5767ec086ca0d0	Why did Jack Ferriman lure the salvage team to the Graza?	To fix the ship.; To repair it
5c1d04428ffd3f0ddd732a723e61371e0255aa49	Who does ordell murder in the beginning of the story?	Beaumont Livingston; Beaumont Livingston.
5c201758473664dfb3b0cb71754ab3dbbfee35df	General Wallace is a part of which military branch?	The U.S. Army; red
5c8b96c00b579c1e89e0ffeedb47e6d122e4c159	Who leaves DNA at the Vialo murder site?	Mister Smith; Smith does.
5cfd7214921ef71fd1cebcddbc1e6b68b998b245	Why does Drake decide to isolate Blade from the Nightstalkers?	He considers them unworthy to fight.; Because he thinks they are unworthy of challenging him.
5d98d6db87225fde51cea450d8712cb6073df2e7	Who was Alexander the son of?	The Greek Emperor Alexander ; Greek emperor Alexander
5e51efd017946e72a87da7f0c589b3b3aefdf5ec	What is Talthbius carrying Astyanax's body on?	Hector's shield; Hector's shield
5e68bb2ae2af335f5f828966209fb6e97621005f	What team offers Rod a big contract that will cover his final years in football?	Arizona Cardinals; Cardinals
5ea4ebbc0d86c3f629932a6f2470949776e58579	What are Bowden's final words to Suzie?	Be good.; Be good
5ebba624b541052be18e8fe9715dd76d7d2a9f57	Who is Martin named after?	His grandfather; His grandfather Martin Chuzzlewit Sr
5ed5c13f17141e243fab9c10c511f2e19333c52e	Who forges David's name on three promissory notes?	Lucien; Lucien Chardon.
5f1a17e28f5bf12c6b2b5e740eea7df6fd055411	Where does the children's uncle mainly reside?	London; London
5f6c1b6360c73d8e677d9afb7aeb7cf722e79b46	Who travels with Eve and Hilliard to Paris?	Patty Ringrose; Patty
5f6df6afc107cfc05dd4bfc6fe963ae89aa9ab7f	Who is Agnes?	David's confidant and Mr. Wickfield's daughter.; The woman David marries eventually.
5f77891bdcb76a4ad8fe69d248010eb4af35a8d9	Why do John and Jenny move to Boca Raton?	Because of the crime rate; because of the lower crime rate, and they now had children
5fc06920c10c190e4abcbe8f68803a7025cc0889	Who was Sophina?	Grant's girlfriend.; oscar grant's girlfriend
5fd696aa16bb2f03de7af3be71ca9047d3a82935	What does Steve say is the reason he wants to see other people while he and Laurie are apart?	He thinks it will strengthen their relationship overall.; to strengthen their relationship
6023bce51da121490e56cac51d6e1048afbcf89b	Who is the thief?	Abigail Prim.; Abigail 
60267d554b5505cec3ad671d0ee48f51545dd9b7	What ultimately happens to SID 6.7?	Barnes destroys him; he is destroyed
6031da6fa93ad9cac1b6da6586010aab81c7b4da	Who created Marshmellow?	Elsa; Elsa
6037c8d1ab3bd11a8ce68d1319805be7f27bb2d9	What would make Kate unacceptable in society?	Her background; She's a commoner and poor.
604973478b38d259afd9aa46cfcf3ef652e4e41e	Whose nickname is Daisy? 	Annie Miller. ; Annie Miller
60a79c800ff1d55aedfba99108890ecc3632c456	Who does Snake fight to the death?	Slag; Slag
60ea304651d0be17e4d8e51fa1cb896437021d6a	How did Dorothy enter the coach?	A creature extended itself as stairsteps.; Using steps created by a creature that looked like the A-B-Sea serpent
60f0d27d9a133f52bf0e5e06f2d2a17835c2a7d7	After Abner died, who took possession of the Staff of Ra?	Marion; Abner's daughter daughter
611816a18317e38abc3925764071c6642d0b5dfe	How does Dr. Dolittle push Spider Monkey Island back to South America?	With the help of whales.; Whales
6170d11ebfa00d85063ebe89d214cc6db25e6404	What is the difference between youth and adults?	youth are immature, while adults are more mature and have more knowledge to impart.; education
618d2f89837edfa994dc76be81ddfb7a39434754	Whose plan was it for the undercover detectives to fight with each other?	Sunday; Syme
61ea6d12378050c7293a15a1840045f02a5e0b04	What happened to the remaining four Confederate men?	They were taken as prisoners.; they were taken prisoner 
